Site,Location,Plot,Plot.Name,Class,Tag,Class.Binary,Year span,Year Start,Year End,Size1,Size2,Surv,Flower,Fruits,Row.Order,Fruits plus 1
Site 4,Ridge,Plot 1,S4R1,Out,98,Alone,2013-2014,2013,2014,2.438314849,2.648807283,1,1,3,228,4
Site 4,Ridge,Plot 2,S4R2,In,13,Neighbor,2013-2014,2013,2014,4.545927268,4.376028231,1,1,79,229,80
Site 4,Ridge,Plot 2,S4R2,In,24,Neighbor,2013-2014,2013,2014,0.046117597,0.163900633,1,0,,230,
Site 4,Ridge,Plot 2,S4R2,In,27,Neighbor,2013-2014,2013,2014,3.542625159,3.91991939,1,1,17,231,18
Site 4,Ridge,Plot 2,S4R2,Out,28,Alone,2013-2014,2013,2014,-0.647029583,-1.340176764,1,0,,232,
Site 4,Ridge,Plot 2,S4R2,In,43,Neighbor,2013-2014,2013,2014,1.144729886,1.144729886,1,0,,233,
Site 4,Ridge,Plot 2,S4R2,Out,49,Alone,2013-2014,2013,2014,0.857047813,0.857047813,1,0,,234,
Site 4,Ridge,Plot 2,S4R2,In,74,Neighbor,2013-2014,2013,2014,1.927489225,1.080191365,1,0,,235,
Site 4,Ridge,Plot 2,S4R2,Neighbor,83,Neighbor,2013-2014,2013,2014,3.244790715,2.34870269,1,0,,236,
Site 4,Ridge,Plot 2,S4R2,Out,87,Alone,2013-2014,2013,2014,3.054272391,3.409093766,1,0,,237,
Site 4,Ridge,Plot 2,S4R2,In,88,Neighbor,2013-2014,2013,2014,2.774787085,1.992027746,1,0,,238,
Site 4,Ridge,Plot 2,S4R2,In,89,Neighbor,2013-2014,2013,2014,0.569365741,-0.241564475,1,0,,239,
Site 4,Ridge,Plot 2,S4R2,Out,93,Alone,2013-2014,2013,2014,2.936489355,2.571846241,1,1,3,240,4
Site 4,Ridge,Plot 2,S4R2,Out,A,Alone,2013-2014,2013,2014,0.962408329,1.367873437,1,0,,241,
Site 4,Ridge,Plot 2,S4R2,Out,B,Alone,2013-2014,2013,2014,-0.241564475,0.163900633,1,0,,242,
Site 4,Ridge,Plot 3,S4R3,Out,3,Alone,2013-2014,2013,2014,2.531024247,2.551643534,1,1,0,243,1
Site 4,Ridge,Plot 3,S4R3,Out,17,Alone,2013-2014,2013,2014,1.878699061,2.215171298,1,1,7,244,8
Site 4,Ridge,Plot 3,S4R3,Out,35,Alone,2013-2014,2013,2014,3.932822795,3.783787215,1,1,1,245,2
Site 2,Ridge,Plot 1,S2R1,In,2,Neighbor,2014-2015,2014,2015,1.837877066,2.802957962,1,1,9,246,10
Site 2,Ridge,Plot 1,S2R1,In,3,Neighbor,2014-2015,2014,2015,,2.061020618,,,,247,
Site 2,Ridge,Plot 1,S2R1,In,5,Neighbor,2014-2015,2014,2015,3.488136973,4.055720931,1,0,,248,
Site 2,Ridge,Plot 1,S2R1,Edge,9,Neighbor,2014-2015,2014,2015,1.011198493,1.704345674,1,0,,249,
Site 2,Ridge,Plot 1,S2R1,Edge,10,Neighbor,2014-2015,2014,2015,1.65555551,2.531024247,1,1,29,250,30
Site 2,Ridge,Plot 1,S2R1,In,13,Neighbor,2014-2015,2014,2015,0.269261148,0.451582705,1,0,,251,
Site 2,Ridge,Plot 1,S2R1,In,16,Neighbor,2014-2015,2014,2015,3.090640035,1.080191365,1,0,,252,
Site 2,Ridge,Plot 1,S2R1,In,19,Neighbor,2014-2015,2014,2015,3.852780087,,,1,15,253,16
Site 2,Ridge,Plot 1,S2R1,In,24,Neighbor,2014-2015,2014,2015,0.451582705,,,0,,254,
Site 2,Ridge,Plot 1,S2R1,In,27,Neighbor,2014-2015,2014,2015,0.857047813,2.957108642,1,1,2,255,3
Site 2,Ridge,Plot 1,S2R1,In,36,Neighbor,2014-2015,2014,2015,0.451582705,1.144729886,1,1,19,256,20
Site 2,Ridge,Plot 1,S2R1,In,37,Neighbor,2014-2015,2014,2015,2.620636406,2.908318478,1,0,,257,
Site 2,Ridge,Plot 1,S2R1,In,40,Neighbor,2014-2015,2014,2015,1.837877066,2.061020618,1,0,,258,
Site 2,Ridge,Plot 1,S2R1,Edge,52,Neighbor,2014-2015,2014,2015,3.244790715,,,0,,259,
Site 2,Ridge,Plot 1,S2R1,Neighbor,53,Neighbor,2014-2015,2014,2015,1.65555551,2.215171298,1,0,,260,
Site 2,Ridge,Plot 1,S2R1,In,56,Neighbor,2014-2015,2014,2015,4.476934396,4.610465789,1,1,23,261,24
Site 2,Ridge,Plot 1,S2R1,Neighbor,62,Neighbor,2014-2015,2014,2015,2.97731135,2.689629277,1,1,27,262,28
Site 2,Ridge,Plot 1,S2R1,In,69,Neighbor,2014-2015,2014,2015,1.992027746,,,0,,263,
Site 2,Ridge,Plot 1,S2R1,In,71,Neighbor,2014-2015,2014,2015,3.447314979,4.376028231,1,0,,264,
Site 2,Ridge,Plot 1,S2R1,In,75,Neighbor,2014-2015,2014,2015,0.451582705,-0.241564475,1,0,,265,
Site 2,Ridge,Plot 1,S2R1,Out,77,Alone,2014-2015,2014,2015,1.878699061,2.101842612,1,0,,266,
Site 2,Ridge,Plot 1,S2R1,In,78,Neighbor,2014-2015,2014,2015,0.046117597,,,0,,267,
Site 2,Ridge,Plot 1,S2R1,In,79,Neighbor,2014-2015,2014,2015,1.837877066,1.367873437,1,0,,268,
Site 2,Ridge,Plot 1,S2R1,In,83,Neighbor,2014-2015,2014,2015,3.313783586,2.215171298,1,0,,269,
Site 2,Ridge,Plot 1,S2R1,In,88,Neighbor,2014-2015,2014,2015,1.550194994,,,0,,270,
Site 2,Ridge,Plot 1,S2R1,In,92,Neighbor,2014-2015,2014,2015,2.061020618,,,0,,271,
Site 2,Ridge,Plot 1,S2R1,In,94,Neighbor,2014-2015,2014,2015,1.837877066,2.061020618,1,0,,272,
Site 2,Ridge,Plot 1,S2R1,In,96,Neighbor,2014-2015,2014,2015,2.97731135,1.837877066,1,0,,273,
Site 2,Ridge,Plot 1,S2R1,In,99,Neighbor,2014-2015,2014,2015,1.550194994,2.061020618,1,0,,274,
Site 2,Ridge,Plot 1,S2R1,In,A,Neighbor,2014-2015,2014,2015,1.773338545,,,0,,275,
Site 2,Ridge,Plot 1,S2R1,In,B,Neighbor,2014-2015,2014,2015,0.451582705,,,0,,276,
Site 2,Ridge,Plot 1,S2R1,In,C,Neighbor,2014-2015,2014,2015,-1.340176764,,,0,,277,
Site 2,Ridge,Plot 1,S2R1,Edge,D,Neighbor,2014-2015,2014,2015,-0.241564475,,,0,,278,
Site 2,Ridge,Plot 1,S2R1,Edge,E,Neighbor,2014-2015,2014,2015,-2.033323944,,,0,,279,
Site 2,Ridge,Plot 1,S2R1,In,F,Neighbor,2014-2015,2014,2015,-2.033323944,,,0,,280,
Site 2,Ridge,Plot 1,S2R1,In,G,Neighbor,2014-2015,2014,2015,,-0.934711656,,,,281,
Site 2,Ridge,Plot 1,S2R1,In,H,Neighbor,2014-2015,2014,2015,,,,,,282,
Site 2,Ridge,Plot 1,S2R1,In,I,Neighbor,2014-2015,2014,2015,,-0.018420924,,,,283,
Site 2,Ridge,Plot 1,S2R1,In,J,Neighbor,2014-2015,2014,2015,,1.65555551,,,,284,
Site 2,Ridge,Plot 1,S2R1,In,K,Neighbor,2014-2015,2014,2015,,,,,,285,
Site 2,Ridge,Plot 1,S2R1,In,L,Neighbor,2014-2015,2014,2015,,,,,,286,
Site 2,Ridge,Plot 1,S2R1,In,M,Neighbor,2014-2015,2014,2015,,,,,,287,
Site 2,Ridge,Plot 1,S2R1,In,N,Neighbor,2014-2015,2014,2015,,,,,,288,
Site 2,Ridge,Plot 1,S2R1,In,O,Neighbor,2014-2015,2014,2015,,,,,,289,
Site 2,Ridge,Plot 1,S2R1,In,R,Neighbor,2014-2015,2014,2015,,,,,,290,
Site 2,Ridge,Plot 1,S2R1,In,S,Neighbor,2014-2015,2014,2015,,,,,,291,
Site 2,Ridge,Plot 1,S2R1,In,T,Neighbor,2014-2015,2014,2015,,,,,,292,
Site 2,Ridge,Plot 1,S2R1,In,U,Neighbor,2014-2015,2014,2015,,,,,,293,
Site 2,Ridge,Plot 1,S2R1,Out,2,Alone,2014-2015,2014,2015,,,,,,294,
Site 2,Ridge,Plot 1,S2R1,Out,15,Alone,2014-2015,2014,2015,2.818706319,2.551643534,1,1,22,295,23
Site 2,Ridge,Plot 1,S2R1,Out,21,Alone,2014-2015,2014,2015,3.041849871,,0,1,13,296,14
Site 2,Ridge,Plot 1,S2R1,Out,28,Alone,2014-2015,2014,2015,4.006930767,4.171233818,1,1,79,297,80
Site 2,Ridge,Plot 1,S2R1,Out,30,Alone,2014-2015,2014,2015,1.992027746,1.837877066,1,0,,298,
Site 2,Ridge,Plot 1,S2R1,Out,33,Alone,2014-2015,2014,2015,2.284164169,1.144729886,1,0,,299,
Site 2,Ridge,Plot 1,S2R1,Out,34,Alone,2014-2015,2014,2015,3.159632906,0.451582705,1,0,,300,
Site 2,Ridge,Plot 1,S2R1,Out,38,Alone,2014-2015,2014,2015,1.591016988,1.080191365,1,0,,301,
Site 2,Ridge,Plot 1,S2R1,Out,39,Alone,2014-2015,2014,2015,1.367873437,1.65555551,1,0,,302,
Site 2,Ridge,Plot 1,S2R1,Out,42,Alone,2014-2015,2014,2015,2.34870269,2.215171298,1,1,8,303,9
Site 2,Ridge,Plot 1,S2R1,Out,44,Alone,2014-2015,2014,2015,1.992027746,1.367873437,1,0,,304,
Site 2,Ridge,Plot 1,S2R1,Out,57,Alone,2014-2015,2014,2015,,1.18555188,,,,305,
Site 2,Ridge,Plot 1,S2R1,Out,59,Alone,2014-2015,2014,2015,4.258245195,3.750501238,1,0,,306,
Site 2,Ridge,Plot 1,S2R1,Out,61,Alone,2014-2015,2014,2015,3.137160051,3.542625159,1,0,,307,
Site 2,Ridge,Plot 1,S2R1,Out,63,Alone,2014-2015,2014,2015,3.734997051,2.620636406,1,0,,308,
Site 2,Ridge,Plot 1,S2R1,Out,68,Alone,2014-2015,2014,2015,2.243342175,1.65555551,1,0,,309,
Site 2,Ridge,Plot 1,S2R1,Out,73,Alone,2014-2015,2014,2015,,1.878699061,,,,310,
Site 2,Ridge,Plot 1,S2R1,Out,81,Alone,2014-2015,2014,2015,2.466485726,1.837877066,1,0,,311,
Site 2,Ridge,Plot 1,S2R1,Out,85,Alone,2014-2015,2014,2015,3.360303602,3.583447153,1,1,31,312,32
Site 2,Ridge,Plot 1,S2R1,Out,86,Alone,2014-2015,2014,2015,4.235772339,,,1,68,313,69
Site 2,Ridge,Plot 1,S2R1,Out,95,Alone,2014-2015,2014,2015,0.857047813,0.451582705,1,0,,314,
Site 2,Ridge,Plot 2,S2R2,In,1,Neighbor,2014-2015,2014,2015,-0.241564475,-0.647029583,1,1,14,315,15
Site 2,Ridge,Plot 2,S2R2,In,4,Neighbor,2014-2015,2014,2015,0.857047813,0.451582705,1,0,,316,
Site 2,Ridge,Plot 2,S2R2,In,7,Neighbor,2014-2015,2014,2015,-2.033323944,-0.934711656,1,0,,317,
Site 2,Ridge,Plot 2,S2R2,In,D New,Neighbor,2014-2015,2014,2015,,,,,,318,
Site 2,Ridge,Plot 2,S2R2,In,8,Neighbor,2014-2015,2014,2015,2.685174927,2.215171298,1,0,,319,
Site 2,Ridge,Plot 2,S2R2,In,12,Neighbor,2014-2015,2014,2015,0.674726257,1.080191365,1,0,,320,
Site 2,Ridge,Plot 2,S2R2,In,14,Neighbor,2014-2015,2014,2015,3.447314979,3.341954463,1,0,,321,
Site 2,Ridge,Plot 2,S2R2,In,17,Neighbor,2014-2015,2014,2015,1.704345674,0.674726257,1,0,,322,
Site 2,Ridge,Plot 2,S2R2,In,26,Neighbor,2014-2015,2014,2015,,1.591016988,,,,323,
Site 2,Ridge,Plot 2,S2R2,Edge,29,Neighbor,2014-2015,2014,2015,,,,,,324,
Site 2,Ridge,Plot 2,S2R2,In,44,Neighbor,2014-2015,2014,2015,,-0.241564475,,,,325,
Site 2,Ridge,Plot 2,S2R2,In,46,Neighbor,2014-2015,2014,2015,2.908318478,3.341954463,1,1,14,326,15
Site 2,Ridge,Plot 2,S2R2,In,48,Neighbor,2014-2015,2014,2015,-1.340176764,-0.647029583,1,0,,327,
Site 2,Ridge,Plot 2,S2R2,In,51,Neighbor,2014-2015,2014,2015,0.674726257,-0.934711656,1,1,20,328,21
Site 2,Ridge,Plot 2,S2R2,In,55,Neighbor,2014-2015,2014,2015,0.163900633,-0.241564475,1,0,,329,
Site 2,Ridge,Plot 2,S2R2,In,58,Neighbor,2014-2015,2014,2015,3.226772209,3.67045853,1,1,35,330,36
Site 2,Ridge,Plot 2,S2R2,In,65,Neighbor,2014-2015,2014,2015,1.591016988,0.046117597,1,0,,331,
Site 2,Ridge,Plot 2,S2R2,In,66,Neighbor,2014-2015,2014,2015,-0.529246548,0.046117597,1,0,,332,
Site 2,Ridge,Plot 2,S2R2,In,67,Neighbor,2014-2015,2014,2015,1.837877066,2.685174927,1,0,,333,
Site 2,Ridge,Plot 2,S2R2,In,72,Neighbor,2014-2015,2014,2015,1.837877066,2.125559139,1,0,,334,
Site 2,Ridge,Plot 2,S2R2,Edge,76,Neighbor,2014-2015,2014,2015,-0.241564475,0.451582705,1,0,,335,
Site 2,Ridge,Plot 2,S2R2,Edge,80,Neighbor,2014-2015,2014,2015,-0.934711656,-1.340176764,1,0,,336,
Site 2,Ridge,Plot 2,S2R2,In,84,Neighbor,2014-2015,2014,2015,2.936489355,2.689629277,1,1,44,337,45
Site 2,Ridge,Plot 2,S2R2,In,87,Neighbor,2014-2015,2014,2015,-0.241564475,-0.241564475,1,0,,338,
Site 2,Ridge,Plot 2,S2R2,Edge,97,Neighbor,2014-2015,2014,2015,1.773338545,1.080191365,1,0,,339,
Site 2,Ridge,Plot 2,S2R2,In,100,Neighbor,2014-2015,2014,2015,1.65555551,1.65555551,1,0,,340,
Site 2,Ridge,Plot 2,S2R2,In,A,Neighbor,2014-2015,2014,2015,1.65555551,,,1,16,341,17
Site 2,Ridge,Plot 2,S2R2,Edge,A2,Neighbor,2014-2015,2014,2015,,-2.726471125,,,,342,
Site 2,Ridge,Plot 2,S2R2,In,B,Neighbor,2014-2015,2014,2015,1.367873437,,,1,27,343,28
Site 2,Ridge,Plot 2,S2R2,In,B2,Neighbor,2014-2015,2014,2015,,-1.340176764,,,,344,
Site 2,Ridge,Plot 2,S2R2,In,C,Neighbor,2014-2015,2014,2015,2.061020618,,,1,21,345,22
Site 2,Ridge,Plot 2,S2R2,Out,105,Alone,2014-2015,2014,2015,1.144729886,0.674726257,1,0,,346,
Site 2,Ridge,Plot 2,S2R2,Out,108,Alone,2014-2015,2014,2015,3.496105143,2.936489355,1,0,,347,
Site 2,Ridge,Plot 2,S2R2,Out,108 part 2,Alone,2014-2015,2014,2015,,,,,,348,
Site 2,Ridge,Plot 2,S2R2,Out,114,Alone,2014-2015,2014,2015,3.264993422,3.565098014,1,0,,349,
Site 2,Ridge,Plot 2,S2R2,Out,124,Alone,2014-2015,2014,2015,3.601465659,3.208423071,1,1,4,350,5
Site 2,Ridge,Plot 2,S2R2,Out,127,Alone,2014-2015,2014,2015,0.739264778,0.857047813,1,0,,351,
Site 2,Ridge,Plot 2,S2R2,Out,132,Alone,2014-2015,2014,2015,-1.340176764,-2.033323944,1,0,,352,
Site 2,Ridge,Plot 2,S2R2,Out,152,Alone,2014-2015,2014,2015,,1.367873437,,,,353,
Site 2,Ridge,Plot 2,S2R2,Out,158,Alone,2014-2015,2014,2015,3.852780087,2.685174927,1,0,,354,
Site 2,Ridge,Plot 2,S2R2,Out,159,Alone,2014-2015,2014,2015,3.565098014,3.026101514,1,0,,355,
Site 2,Ridge,Plot 2,S2R2,Out,169,Alone,2014-2015,2014,2015,2.243342175,2.936489355,1,0,,356,
Site 2,Ridge,Plot 2,S2R2,Out,171,Alone,2014-2015,2014,2015,4.071469288,3.997361316,1,1,97,357,98
Site 2,Ridge,Plot 2,S2R2,Out,176,Alone,2014-2015,2014,2015,3.917318608,3.719248694,1,1,70,358,71
Site 2,Ridge,Plot 2,S2R2,Out,189,Alone,2014-2015,2014,2015,-1.340176764,-2.033323944,1,0,,359,
Site 2,West,Plot 1,S2W1,In,11,Neighbor,2014-2015,2014,2015,2.397492854,3.91991939,1,1,29,360,30
Site 2,West,Plot 1,S2W1,In,18,Neighbor,2014-2015,2014,2015,0.451582705,-0.934711656,1,0,,361,
Site 2,West,Plot 1,S2W1,In,22,Neighbor,2014-2015,2014,2015,4.006930767,4.006930767,1,1,12,362,13
Site 2,West,Plot 1,S2W1,Edge,31,Neighbor,2014-2015,2014,2015,3.467934266,3.478086638,1,0,,363,
Site 2,West,Plot 1,S2W1,In,32,Neighbor,2014-2015,2014,2015,4.545927268,3.090640035,1,1,14,364,15
Site 2,West,Plot 1,S2W1,Edge,35,Neighbor,2014-2015,2014,2015,4.338287903,4.545927268,1,1,88,365,89
Site 2,West,Plot 1,S2W1,Out,41,Alone,2014-2015,2014,2015,,4.035101644,,,,366,
Site 2,West,Plot 1,S2W1,Edge,47,Neighbor,2014-2015,2014,2015,3.459737499,3.447314979,1,1,30,367,31
Site 2,West,Plot 1,S2W1,In,50,Neighbor,2014-2015,2014,2015,,0.163900633,,,,368,
Site 2,West,Plot 1,S2W1,Edge,54,Neighbor,2014-2015,2014,2015,4.476934396,2.51527589,1,1,28,369,29
Site 2,West,Plot 1,S2W1,Edge,60,Neighbor,2014-2015,2014,2015,0.962408329,2.34870269,1,1,10,370,11
Site 2,West,Plot 1,S2W1,Out,82,Alone,2014-2015,2014,2015,2.754167798,0.046117597,1,1,27,371,28
Site 2,West,Plot 1,S2W1,In,89,Neighbor,2014-2015,2014,2015,-0.934711656,,,0,,372,
Site 2,West,Plot 1,S2W1,Edge,93,Neighbor,2014-2015,2014,2015,4.594717432,5.279896443,1,1,30,373,31
Site 2,West,Plot 1,S2W1,In,98,Neighbor,2014-2015,2014,2015,0.857047813,0.046117597,1,0,,374,
Site 2,West,Plot 1,S2W1,In,A,Neighbor,2014-2015,2014,2015,,,,,,375,
Site 2,West,Plot 1,S2W1,In,B,Neighbor,2014-2015,2014,2015,,-2.033323944,,,,376,
Site 2,West,Plot 1,S2W1,In,C,Neighbor,2014-2015,2014,2015,,-2.726471125,,,,377,
Site 2,West,Plot 1,S2W1,In,D,Neighbor,2014-2015,2014,2015,,-4.805912667,,,,378,
Site 2,West,Plot 1,S2W1,Edge,E,Neighbor,2014-2015,2014,2015,,-4.805912667,,,,379,
Site 2,West,Plot 1,S2W1,In,F,Neighbor,2014-2015,2014,2015,,-4.805912667,,,,380,
Site 2,West,Plot 1,S2W1,In,G,Neighbor,2014-2015,2014,2015,,-0.647029583,,,,381,
Site 2,West,Plot 1,S2W1,In,H,Neighbor,2014-2015,2014,2015,,-0.647029583,,,,382,
Site 2,West,Plot 1,S2W1,In,I,Neighbor,2014-2015,2014,2015,,-0.647029583,,,,383,
Site 2,West,Plot 1,S2W1,In,J,Neighbor,2014-2015,2014,2015,,-4.805912667,,,,384,
Site 2,West,Plot 1,S2W1,Out,K,Alone,2014-2015,2014,2015,,-0.647029583,,,,385,
Site 2,West,Plot 1,S2W1,In,L,Neighbor,2014-2015,2014,2015,,-0.647029583,,,,386,
Site 2,West,Plot 1,S2W1,In,M,Neighbor,2014-2015,2014,2015,,-0.647029583,,,,387,
Site 2,West,Plot 1,S2W1,Edge,N,Neighbor,2014-2015,2014,2015,,-0.647029583,,,,388,
Site 2,West,Plot 1,S2W1,In,O,Neighbor,2014-2015,2014,2015,,,,,,389,
Site 2,West,Plot 1,S2W1,In,P,Neighbor,2014-2015,2014,2015,,,,,,390,
Site 2,West,Plot 1,S2W1,Out,6,Alone,2014-2015,2014,2015,1.878699061,2.620636406,1,0,,391,
Site 2,West,Plot 1,S2W1,Out,20,Alone,2014-2015,2014,2015,-2.033323944,-2.033323944,1,0,,392,
Site 2,West,Plot 1,S2W1,Out,25,Alone,2014-2015,2014,2015,1.367873437,2.215171298,1,0,,393,
Site 2,West,Plot 1,S2W1,Out,43,Alone,2014-2015,2014,2015,1.367873437,2.061020618,1,0,,394,
Site 2,West,Plot 1,S2W1,Out,49,Alone,2014-2015,2014,2015,4.055720931,2.34870269,1,1,0,395,1
Site 2,West,Plot 1,S2W1,Out,64,Alone,2014-2015,2014,2015,4.882399504,4.545927268,1,1,0,396,1
Site 2,West,Plot 1,S2W1,Out,70,Alone,2014-2015,2014,2015,-0.241564475,0.163900633,1,0,,397,
Site 2,West,Plot 1,S2W1,Out,74,Alone,2014-2015,2014,2015,-1.340176764,-2.726471125,1,0,,398,
Site 2,West,Plot 1,S2W1,Out,91,Alone,2014-2015,2014,2015,3.527357687,3.447314979,1,1,0,399,1
Site 2,West,Plot 1,S2W1,Out,151,Alone,2014-2015,2014,2015,3.467934266,3.783787215,1,0,,400,
Site 2,West,Plot 1,S2W1,Out,160,Alone,2014-2015,2014,2015,1.550194994,2.243342175,1,0,,401,
Site 2,West,Plot 1,S2W1,Out,168,Alone,2014-2015,2014,2015,-0.934711656,0.163900633,1,0,,402,
Site 2,West,Plot 1,S2W1,Out,184,Alone,2014-2015,2014,2015,5.019397105,4.355237461,1,1,116,403,117
Site 2,West,Plot 1,S2W1,Out,193,Alone,2014-2015,2014,2015,4.258245195,4.089168865,1,1,29,404,30
Site 2,West,Plot 2,S2W2,In,106,Neighbor,2014-2015,2014,2015,3.948090267,3.917318608,1,1,16,405,17
Site 2,West,Plot 2,S2W2,Neighbor,121,Neighbor,2014-2015,2014,2015,3.208423071,3.208423071,1,1,40,406,41
Site 2,West,Plot 2,S2W2,In,128,Neighbor,2014-2015,2014,2015,3.917318608,3.341954463,1,1,5,407,6
Site 2,West,Plot 2,S2W2,Neighbor,149,Neighbor,2014-2015,2014,2015,3.341954463,1.992027746,1,0,,408,
Site 2,West,Plot 2,S2W2,Neighbor,166,Neighbor,2014-2015,2014,2015,3.629636536,3.901570251,1,1,127,409,128
Site 2,West,Plot 2,S2W2,In,178,Neighbor,2014-2015,2014,2015,5.421396005,4.700077947,1,0,,410,
Site 2,West,Plot 2,S2W2,Edge,179,Neighbor,2014-2015,2014,2015,5.133713932,4.83360934,1,1,19,411,20
Site 2,West,Plot 2,S2W2,In,181,Neighbor,2014-2015,2014,2015,4.035101644,2.908318478,1,1,11,412,12
Site 2,West,Plot 2,S2W2,In,X,Neighbor,2014-2015,2014,2015,,,,,,413,
Site 2,West,Plot 2,S2W2,In,Y,Neighbor,2014-2015,2014,2015,,,,,,414,
Site 2,West,Plot 2,S2W2,Out,101,Alone,2014-2015,2014,2015,1.591016988,1.550194994,1,0,,415,
Site 2,West,Plot 2,S2W2,Out,111,Alone,2014-2015,2014,2015,1.367873437,0.962408329,1,0,,416,
Site 2,West,Plot 2,S2W2,Out,122,Alone,2014-2015,2014,2015,2.215171298,1.927489225,1,1,5,417,6
Site 2,West,Plot 2,S2W2,Out,125,Alone,2014-2015,2014,2015,2.571846241,3.041849871,1,1,2,418,3
Site 2,West,Plot 2,S2W2,Out,136,Alone,2014-2015,2014,2015,3.5118535,3.527357687,1,1,30,419,31
Site 2,West,Plot 2,S2W2,Out,137,Alone,2014-2015,2014,2015,2.438314849,2.466485726,1,0,,420,
Site 2,West,Plot 2,S2W2,Out,140,Alone,2014-2015,2014,2015,3.072621529,3.496105143,1,1,24,421,25
Site 2,West,Plot 2,S2W2,Out,182,Alone,2014-2015,2014,2015,0.451582705,1.144729886,1,0,,422,
Site 2,West,Plot 2,S2W2,Out,195,Alone,2014-2015,2014,2015,4.312312416,4.053450782,1,1,3,423,4
Site 2,West,Plot 2,S2W2,In,A,Neighbor,2014-2015,2014,2015,-2.033323944,-2.033323944,1,0,,424,
Site 2,West,Plot 2,S2W2,Edge,B,Neighbor,2014-2015,2014,2015,-2.726471125,-2.726471125,1,0,,425,
Site 2,West,Plot 2,S2W2,In,C,Neighbor,2014-2015,2014,2015,,,,,,426,
Site 2,West,Plot 2,S2W2,In,D,Neighbor,2014-2015,2014,2015,0.046117597,0.046117597,,0,,427,
Site 2,West,Plot 2,S2W2,Edge,E,Neighbor,2014-2015,2014,2015,-0.241564475,-0.241564475,,0,,428,
Site 2,West,Plot 2,S2W2,In,F,Neighbor,2014-2015,2014,2015,-2.726471125,-2.726471125,,0,,429,
Site 2,West,Plot 2,S2W2,Out,G,Alone,2014-2015,2014,2015,-2.726471125,-2.726471125,1,0,,430,
Site 4,Ridge,Plot 0,S4R0,Edge,6,Neighbor,2014-2015,2014,2015,3.747419571,3.496105143,1,0,,431,
Site 4,Ridge,Plot 0,S4R0,Edge,12,Neighbor,2014-2015,2014,2015,-0.647029583,-0.647029583,1,0,,432,
Site 4,Ridge,Plot 0,S4R0,In,16,Neighbor,2014-2015,2014,2015,3.660408194,3.254943086,1,0,,433,
Site 4,Ridge,Plot 0,S4R0,In,20,Neighbor,2014-2015,2014,2015,1.367873437,1.704345674,1,0,,434,
Site 4,Ridge,Plot 0,S4R0,Edge,22,Neighbor,2014-2015,2014,2015,4.258245195,4.507706055,1,1,10,435,11
Site 4,Ridge,Plot 0,S4R0,Out,29,Alone,2014-2015,2014,2015,,-1.340176764,,,,436,
Site 4,Ridge,Plot 0,S4R0,Out,48,Alone,2014-2015,2014,2015,2.794989793,1.878699061,1,1,20,437,21
Site 4,Ridge,Plot 0,S4R0,In,62,Neighbor,2014-2015,2014,2015,3.496105143,3.563244446,1,0,,438,
Site 4,Ridge,Plot 0,S4R0,Edge,72,Neighbor,2014-2015,2014,2015,4.322783716,3.159632906,1,1,5,439,6
Site 4,Ridge,Plot 0,S4R0,In,73,Neighbor,2014-2015,2014,2015,1.992027746,1.927489225,1,0,,440,
Site 4,Ridge,Plot 0,S4R0,In,81,Neighbor,2014-2015,2014,2015,2.908318478,2.571846241,1,0,,441,
Site 4,Ridge,Plot 0,S4R0,Edge,90,Neighbor,2014-2015,2014,2015,1.837877066,1.080191365,1,0,,442,
Site 4,Ridge,Plot 0,S4R0,In,100,Neighbor,2014-2015,2014,2015,0.046117597,1.144729886,1,0,,443,
Site 4,Ridge,Plot 0,S4R0,In,9,Neighbor,2014-2015,2014,2015,3.583447153,4.148760962,1,0,,444,
Site 4,Ridge,Plot 0,S4R0,Out,60,Alone,2014-2015,2014,2015,,3.893602081,,,,445,
Site 4,Ridge,Plot 0,S4R0,In,61,Neighbor,2014-2015,2014,2015,0.569365741,0.857047813,1,0,,446,
Site 4,Ridge,Plot 0,S4R0,Out,66,Alone,2014-2015,2014,2015,1.080191365,1.367873437,1,0,,447,
Site 4,Ridge,Plot 0,S4R0,Out,69,Alone,2014-2015,2014,2015,-0.241564475,0.739264778,1,0,,448,
Site 4,Ridge,Plot 0,S4R0,Out,82,Alone,2014-2015,2014,2015,,,,,,449,
Site 4,Ridge,Plot 0,S4R0,Out,85,Alone,2014-2015,2014,2015,2.215171298,1.837877066,1,1,15,450,16
Site 4,Ridge,Plot 0,S4R0,In,91,Neighbor,2014-2015,2014,2015,-0.934711656,-0.647029583,1,0,,451,
Site 4,Ridge,Plot 0,S4R0,Out,95,Alone,2014-2015,2014,2015,3.845811418,3.447314979,1,1,0,452,1
Site 4,Ridge,Plot 1,S4R1,Out,8,Alone,2014-2015,2014,2015,0.163900633,0.163900633,1,0,,453,
Site 4,Ridge,Plot 1,S4R1,In,18,Neighbor,2014-2015,2014,2015,4.256391626,3.527357687,1,1,24,454,25
Site 4,Ridge,Plot 1,S4R1,Edge,21,Neighbor,2014-2015,2014,2015,,2.215171298,,,,455,
