Site,Location,Plot,Plot.Name,Class,Tag,Class.Binary,Year span,Year Start,Year End,Size1,Size2,Surv,Flower,Fruits,Row.Order,Fruits plus 1
Site 4,Ridge,Plot 0,S4R0,Edge,22,Neighbor,2016-2017,2016,2017,3.393826294,3.970563123,1,1,2,925,3
Site 4,Ridge,Plot 0,S4R0,Out,29,Alone,2016-2017,2016,2017,-0.647029583,-1.340176764,1,0,,926,
Site 4,Ridge,Plot 0,S4R0,Out,48,Alone,2016-2017,2016,2017,1.704345674,1.080191365,1,0,,927,
Site 4,Ridge,Plot 0,S4R0,In,62,Neighbor,2016-2017,2016,2017,2.936489355,3.747419571,1,1,0,928,1
Site 4,Ridge,Plot 0,S4R0,Edge,72,Neighbor,2016-2017,2016,2017,3.254943086,2.34870269,1,1,0,929,1
Site 4,Ridge,Plot 0,S4R0,In,73,Neighbor,2016-2017,2016,2017,2.215171298,1.432411958,1,0,,930,
Site 4,Ridge,Plot 0,S4R0,In,81,Neighbor,2016-2017,2016,2017,2.571846241,3.159632906,1,1,0,931,1
Site 4,Ridge,Plot 0,S4R0,Edge,90,Neighbor,2016-2017,2016,2017,1.432411958,0.674726257,1,0,,932,
Site 4,Ridge,Plot 0,S4R0,In,100,Neighbor,2016-2017,2016,2017,1.144729886,0.739264778,1,0,,933,
Site 4,Ridge,Plot 0,S4R0,In,9,Neighbor,2016-2017,2016,2017,3.719248694,3.527357687,1,1,6,934,7
Site 4,Ridge,Plot 0,S4R0,Out,60,Alone,2016-2017,2016,2017,3.378322107,3.734997051,1,1,17,935,18
Site 4,Ridge,Plot 0,S4R0,In,61,Neighbor,2016-2017,2016,2017,1.144729886,0.451582705,1,0,,936,
Site 4,Ridge,Plot 0,S4R0,Out,66,Alone,2016-2017,2016,2017,0.451582705,1.144729886,1,0,,937,
Site 4,Ridge,Plot 0,S4R0,Out,69,Alone,2016-2017,2016,2017,0.451582705,0.451582705,1,0,,938,
Site 4,Ridge,Plot 0,S4R0,Out,82,Alone,2016-2017,2016,2017,,,,,,939,
Site 4,Ridge,Plot 0,S4R0,Out,85,Alone,2016-2017,2016,2017,2.571846241,1.837877066,1,0,,940,
Site 4,Ridge,Plot 0,S4R0,In,91,Neighbor,2016-2017,2016,2017,-0.241564475,0.451582705,1,0,,941,
Site 4,Ridge,Plot 0,S4R0,Out,95,Alone,2016-2017,2016,2017,3.478086638,2.397492854,1,1,5,942,6
Site 4,Ridge,Plot 1,S4R1,Out,8,Alone,2016-2017,2016,2017,-0.934711656,0.163900633,1,0,,943,
Site 4,Ridge,Plot 1,S4R1,In,18,Neighbor,2016-2017,2016,2017,4.171233818,3.747419571,1,1,12,944,13
Site 4,Ridge,Plot 1,S4R1,Edge,21,Neighbor,2016-2017,2016,2017,,,,,,945,
Site 4,Ridge,Plot 1,S4R1,Edge,23,Neighbor,2016-2017,2016,2017,2.061020618,1.65555551,1,0,,946,
Site 4,Ridge,Plot 1,S4R1,In,34,Neighbor,2016-2017,2016,2017,1.927489225,1.773338545,1,0,,947,
Site 4,Ridge,Plot 1,S4R1,In,36,Neighbor,2016-2017,2016,2017,,,,,,948,
Site 4,Ridge,Plot 1,S4R1,In,38,Neighbor,2016-2017,2016,2017,,,,,,949,
Site 4,Ridge,Plot 1,S4R1,In,40,Neighbor,2016-2017,2016,2017,2.890299973,2.936489355,1,1,0,950,1
Site 4,Ridge,Plot 1,S4R1,Neighbor,51,Neighbor,2016-2017,2016,2017,3.090640035,3.421997171,1,1,6,951,7
Site 4,Ridge,Plot 1,S4R1,Out,2,Alone,2016-2017,2016,2017,2.551643534,2.908318478,1,1,1,952,2
Site 4,Ridge,Plot 1,S4R1,Out,15,Alone,2016-2017,2016,2017,,,,,,953,
Site 4,Ridge,Plot 1,S4R1,Out,42,Alone,2016-2017,2016,2017,3.409093766,3.660408194,1,0,,954,
Site 4,Ridge,Plot 1,S4R1,In,45,Neighbor,2016-2017,2016,2017,4.269295031,3.91991939,1,0,,955,
Site 4,Ridge,Plot 1,S4R1,Neighbor,47,Neighbor,2016-2017,2016,2017,,,,,,956,
Site 4,Ridge,Plot 1,S4R1,Out,50,Alone,2016-2017,2016,2017,2.156330798,1.955660102,1,1,0,957,1
Site 4,Ridge,Plot 1,S4R1,Out,52,Alone,2016-2017,2016,2017,2.36112521,2.794989793,1,1,6,958,7
Site 4,Ridge,Plot 1,S4R1,Out,65,Alone,2016-2017,2016,2017,4.086973474,2.908318478,1,0,,959,
Site 4,Ridge,Plot 1,S4R1,Edge,67,Neighbor,2016-2017,2016,2017,1.992027746,1.550194994,1,1,0,960,1
Site 4,Ridge,Plot 1,S4R1,Out,84,Alone,2016-2017,2016,2017,0.674726257,0.857047813,1,0,,961,
Site 4,Ridge,Plot 1,S4R1,Out,97,Alone,2016-2017,2016,2017,0.674726257,0.674726257,1,0,,962,
Site 4,Ridge,Plot 1,S4R1,Out,98,Alone,2016-2017,2016,2017,2.215171298,1.837877066,1,1,0,963,1
Site 4,Ridge,Plot 2,S4R2,In,13,Neighbor,2016-2017,2016,2017,3.783787215,4.913652048,1,1,0,964,1
Site 4,Ridge,Plot 2,S4R2,In,24,Neighbor,2016-2017,2016,2017,-1.340176764,0.163900633,1,0,,965,
Site 4,Ridge,Plot 2,S4R2,In,27,Neighbor,2016-2017,2016,2017,3.747419571,2.685174927,1,0,,966,
Site 4,Ridge,Plot 2,S4R2,Out,28,Alone,2016-2017,2016,2017,-0.934711656,-0.934711656,1,0,,967,
Site 4,Ridge,Plot 2,S4R2,In,43,Neighbor,2016-2017,2016,2017,,,,,,968,
Site 4,Ridge,Plot 2,S4R2,Out,49,Alone,2016-2017,2016,2017,0.857047813,0.857047813,1,0,,969,
Site 4,Ridge,Plot 2,S4R2,In,74,Neighbor,2016-2017,2016,2017,1.144729886,0.739264778,1,0,,970,
Site 4,Ridge,Plot 2,S4R2,Neighbor,83,Neighbor,2016-2017,2016,2017,,,,,,971,
Site 4,Ridge,Plot 2,S4R2,Out,87,Alone,2016-2017,2016,2017,2.34870269,2.871950834,1,0,,972,
Site 4,Ridge,Plot 2,S4R2,In,88,Neighbor,2016-2017,2016,2017,,,,,,973,
Site 4,Ridge,Plot 2,S4R2,In,89,Neighbor,2016-2017,2016,2017,0.163900633,0.163900633,1,0,,974,
Site 4,Ridge,Plot 2,S4R2,Out,93,Alone,2016-2017,2016,2017,2.571846241,2.243342175,1,0,,975,
Site 4,Ridge,Plot 2,S4R2,Out,A,Alone,2016-2017,2016,2017,1.144729886,0.857047813,1,0,,976,
Site 4,Ridge,Plot 2,S4R2,Out,B,Alone,2016-2017,2016,2017,0.451582705,-0.241564475,1,0,,977,
Site 4,Ridge,Plot 3,S4R3,Out,3,Alone,2016-2017,2016,2017,,2.061020618,,,,978,
Site 4,Ridge,Plot 3,S4R3,Out,17,Alone,2016-2017,2016,2017,,1.837877066,,,,979,
Site 4,Ridge,Plot 3,S4R3,Out,35,Alone,2016-2017,2016,2017,,3.054272391,,,,980,
